year,jan,feb,mar,april,may,june,july,aug,sept,oct,nov,dec,total,post_monsoon,summer,winter,monsoon,classification,category
1911,0.0,1.7912039585162693,0.0,-0.5781438617490843,-0.13325487808030267,-0.8690278785231563,-1.2803454359023005,0.35072816208247154,-0.90502960009808,-0.9826825898174013,-0.535293348099907,-0.5853889018316827,-1.4782451357036706,-1.048680045465936,-0.16041589244797938,0.7206326590133588,-1.3591620410877032,1,0
1912,0.0,-0.5797692290241545,0.0,-0.5781438617490843,0.5252375174412723,-0.7753593231590425,-0.021846852849686915,-0.47678373446791283,-1.0071664683286954,-0.4723553959765481,1.8299372224688821,-0.5853889018316827,-0.935278910169979,-0.21418895843018376,0.4966420919869143,-0.8086405688026457,-1.033231768881245,1,0
1913,0.0,1.5966198650861099,0.0,-0.5781438617490843,-0.7051201637454491,1.3083493601542848,0.41481570888962055,-1.1837683856419883,-0.7228746800942981,0.19758381329713492,-0.6983502149263773,-0.5853889018316827,-0.044964970341631216,0.09891384853548241,-0.7310354691096125,0.5951262862693112,0.036942058987470265,1,2
1914,0.0,1.7912039585162693,0.0,1.1838472189868594,-0.7051201637454491,0.2515454850945572,0.6506481591461231,0.16130186843913674,1.698996574049589,-0.9267340578201395,-0.11619177800425799,-0.5853889018316827,0.9497190725726868,-0.9349991608057011,-0.6473730350264104,0.7206326590133588,1.2436712004820816,1,3
1915,0.0,1.7912039585162693,0.0,0.45593355598630514,-0.23324302719362225,1.7706522202173376,-1.3454533676644544,-1.0027153632482653,-0.10305536625860989,0.40161864312685597,-0.6871436544552298,-0.5853889018316827,-0.37865628128263296,0.3027718926923457,-0.21108642108328432,0.7206326590133588,-0.415835016883738,1,1
1916,0.0,-0.5797692290241545,0.0,0.400740080955765,0.11911769612724898,-0.2866547617269804,-0.26649039857744833,0.6735725302600686,0.09362626687565781,1.4138802845839147,0.21742345280714087,-0.5853889018316827,0.15958027728937385,1.432066926130869,0.13788606249866653,-0.8086405688026457,0.07021083748389069,1,2
1917,0.0,1.7912039585162693,0.0,-0.5781438617490843,1.818838387286812,0.6416483328675268,-0.7611435545662238,2.646826355280922,1.38151104808045,2.5022201250855454,-0.6983502149263773,-0.5853889018316827,2.4939465427012424,2.383972820656299,1.787425077461933,0.7206326590133588,1.7320590554227606,2,3
1918,0.0,-0.5797692290241545,0.0,-0.5781438617490843,1.818838387286812,-0.9033098506913582,-1.8859219069683637,-0.7388442151447958,-1.2098960229068012,-0.9856884550372446,-0.6501664911356994,-0.5853889018316827,-1.9945043948376664,-1.0676147250813133,1.787425077461933,-0.8086405688026457,-2.384329180318914,1,0
1919,0.0,-0.5797692290241545,0.0,-0.5781438617490843,-0.7051201637454491,-0.1468811030439226,0.4466873567356947,-0.07372684694202998,-0.3544862252911614,-0.3285641966292291,-0.5331845960213472,-0.5853889018316827,-0.13058599981669236,-0.39982535555701365,-0.7310354691096125,-0.8086405688026457,0.009536577830212221,1,1
1920,0.0,1.7912039585162693,0.0,-0.5781438617490843,-0.7051201637454491,-1.3176712948820688,-0.05252300483619826,-0.7695612949042274,-0.9350467447007561,0.013278103118109282,-0.6983502149263773,-0.5853889018316827,-1.3558656138816103,-0.08382622828421642,-0.7310354691096125,0.7206326590133588,-1.4429773949835463,1,0
1921,0.0,-0.5797692290241545,0.0,-0.5781438617490843,-0.7051201637454491,0.0849120444651529,1.3266241146278708,-0.7049301494884513,0.24725735095951806,-0.8638469058663301,-0.6983502149263773,-0.5853889018316827,0.3045324917436677,-0.9535002680445771,-0.7310354691096125,-0.8086405688026457,0.5572764544974159,1,2
1922,0.0,-0.5797692290241545,0.0,1.869065995013039,-0.680607076585065,0.42881780592705254,0.4363090740819568,-1.2328751103841455,-0.28904608619169686,-0.7289135050388466,0.31296476003172646,1.796575508108375,-0.40471241963390603,-0.6792549235471133,-0.590377953264147,0.9601277210866757,-0.252614847195863,1,1
1923,0.0,0.9920672835915577,0.0,-0.5781438617490843,-0.7051201637454491,-1.5788502189675206,1.2706163169796567,-0.8866200573050089,0.6745368378706841,-0.9856884550372446,-0.6983502149263773,-0.5853889018316827,-0.4522183026765158,-1.0743068021107032,-0.7310354691096125,0.20519101304686402,-0.24311714101470594,1,1
1924,0.0,-0.5797692290241545,0.0,-0.5781438617490843,-0.7051201637454491,-1.130142302937817,-0.9084066499346002,0.19825031699974438,0.16325600975292096,-0.9827539282434352,-0.2998016310367402,-0.5853889018316827,-1.0883969447215804,-1.016044117083385,-0.7310354691096125,-0.8086405688026457,-0.9370338607121704,1,0
1925,0.0,-0.5797692290241545,0.0,-0.5781438617490843,1.818838387286812,0.5838972509012563,-1.6691697165627573,-0.8044812751433671,-1.056537259327737,-0.8845260598059687,0.6545083765424116,-0.5853889018316827,-1.396011635470583,-0.7861097303631461,1.787425077461933,-0.8086405688026457,-1.477398385462919,1,0
1926,0.0,-0.5797692290241545,0.0,-0.5781438617490843,-0.5886686701682289,-1.3948406478968183,1.1991231309630996,0.8593236738453534,0.37984601042868155,-0.7361192173697264,-0.6983502149263773,-0.5853889018316827,0.4191531130542735,-0.8268575960123344,-0.6148376448451798,-0.8086405688026457,0.5584647170148418,1,2
1927,0.0,1.7912039585162693,0.0,-0.5781438617490843,-0.7051201637454491,1.3016424012610663,-0.7500056842502089,-0.9455858044929881,-0.7299433414170664,1.5334637989752018,1.8299372224688821,1.796575508108375,-0.31509607166146514,1.774591277493416,-0.7310354691096125,2.4894009489026803,-0.5247862793395006,1,1
1928,0.0,1.7912039585162693,0.0,-0.5781438617490843,0.10552165209382143,-0.08158254832225724,-0.07727576204832202,0.6447101836587676,-0.4565863979888526,-0.7786710283431933,-0.4809423560897433,-0.5853889018316827,-0.13567507346497512,-0.8388528855047913,0.0778405046092698,0.7206326590133588,0.055611137765017596,1,1
